Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Aurora Innovation, Inc.",AVT037,20191018,3LN6L5LUHR650656,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191018,3LN6L5LUOHR664920,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191019,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Incorrect assessment of traffic light state
"Aurora Innovation, Inc.",AVT037,20191019,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191020,3LN6L5MU6HR643536,No,Yes,AV System,Street,Perception Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191020,3LN6L5MU6HR643536,No,Yes,AV System,Street,Perception Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191020,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Freeway,Unexpected or reckless behavior of other road user
"Aurora Innovation, Inc.",AVT037,20191020,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191020,3LN6L5MU8HR644610,No,Yes,AV System,Street,Perception Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191021,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Planning Discrepancy: AV reacted poorly for merging vehicle
"Aurora Innovation, Inc.",AVT037,20191021,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191021,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191022,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191022,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191022,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191022,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Poor trajectory across lanes
"Aurora Innovation, Inc.",AVT037,20191023,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191023,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Lost track of trailer being pulled by vehicle
"Aurora Innovation, Inc.",AVT037,20191023,3LN6L5MU8HR644610,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191023,3LN6L5MU1HR646151,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191024,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191024,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191024,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Incorrect behavior at traffic light
"Aurora Innovation, Inc.",AVT037,20191028,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Planning Discrepancy: AV merged poorly
"Aurora Innovation, Inc.",AVT037,20191028,3LN6L5MU8HR644610,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191029,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Planning Discrepancy: AV reacted poorly for merging vehicle
"Aurora Innovation, Inc.",AVT037,20191029,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Incorrect assessment of traffic light state
"Aurora Innovation, Inc.",AVT037,20191031,3LN6L5MU8HR644610,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Lost track of lead cyclist
"Aurora Innovation, Inc.",AVT037,20191101,3LN6L5LUOHR664920,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191101,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Incorrect assessment of traffic light state
"Aurora Innovation, Inc.",AVT037,20191101,3LN6L5LUOHR664920,No,Yes,Vehicle Operator,Street,Planning Discrepancy:  Poor lane change in contested target lane
"Aurora Innovation, Inc.",AVT037,20191106,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Mapping Discrepancy: Stop sign error
"Aurora Innovation, Inc.",AVT037,20191112,3LN6L5LUOHR664920,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191113,3LN6L5MU1HR646151,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191113,3LN6L5MU6HR643536,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191114,3LN6L5MU1HR646151,No,Yes,AV System,Street,Planning Module Failure due to software issue
"Aurora Innovation, Inc.",AVT037,20191114,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Mapping Discrepancy: Stop sign error
"Aurora Innovation, Inc.",AVT037,20191114,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Mapping Discrepancy: Stop sign error
"Aurora Innovation, Inc.",AVT037,20191115,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Mapping Discrepancy: Stop sign error
"Aurora Innovation, Inc.",AVT037,20191119,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191120,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Incorrect assessment of traffic light state
"Aurora Innovation, Inc.",AVT037,20191122,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Perception Discrepancy: Incorrect assessment of traffic light state
"Aurora Innovation, Inc.",AVT037,20191122,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191122,3LN6L5MU6HR643536,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191122,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"Aurora Innovation, Inc.",AVT037,20191125,3LN6L5LUHR650656,No,Yes,Vehicle Operator,Street,Planning Discrepancy: Failure to yield to other actors
"AutoX Technologies, Inc.",AVT021,Dec 13 2018,3LN6L5MUXJR626177,No,Yes,Test Driver,Street,"Localization Discrepancy: The discrepancy is due to lack of sufficient evidence for accurate localization across multiple localization components, including lack of accurate GPS, lack of sufficient geometric signature of the road, lack of sufficient LiDar point features, poor IMU performance, etc. This discrepancy is geo-location related."
"AutoX Technologies, Inc.",AVT021,Jul 22 2019,3LN6L5MU5JR618391,No,Yes,Test Driver,Street,Planning Discrepancy: Autonomous vehicle is approaching the intersection while a front vehicle has already stopped at the stop line for the red light. The lane is very wide (as wide as two lanes) which caused the autonomous vehicle to decide to maneuver to the right side of the front vehicle and stop in parallel to it. This behavior was perceived to be overly aggressive by the safety driver therefore he disengaged the system as it started maneuvering to the right.
"AutoX Technologies, Inc.",AVT021,Oct 30 2019,3LN6L5MU5JR618391,No,Yes,Test Driver,Street,"Localization Discrepancy: The discrepancy is due to lack of sufficient evidence for accurate localization across multiple localization components, including lack of accurate GPS, lack of sufficient geometric signature of the road, lack of sufficient LiDar point features, poor IMU performance, etc. This discrepancy is geo-location related."
Baidu USA LLC,AVT015,12/6/2018,3LN6L5LU2HR615153,No,Yes,Test Driver,Street,Perception discrepancy
Baidu USA LLC,AVT015,4/30/2019,3LN6L2LU5GR607996,No,Yes,Test Driver,Street,Perception discrepancy
Baidu USA LLC,AVT015,5/13/2019,3LN6L5LU1HR627987,No,Yes,AV System,Street,Hardware Irregularity
Baidu USA LLC,AVT015,7/30/2019,3LN6L2LU4GR629715,No,Yes,Test Driver,Street,Planning discrepancy
Baidu USA LLC,AVT015,10/28/2019,3LN6L5LU2HR615153,No,Yes,Test Driver,Street,Hardware Irregularity
Baidu USA LLC,AVT015,11/19/2019,3LN6L5LU1HR627987,No,Yes,AV System,Street,Hardware Irregularity
BMW of North America,AVT009,11/23/2019,WBA7E21080G412861,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Trajectory planning error:  Other vehicle was predicted in our trajectory"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second. Wrong object prediction: Ghost object prediction"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Trajectory message timeout:  Took too longe to plan trajectory"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Autobox Error"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Trajectory message timeout:  Took too longe to plan trajectory"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Autobox Error"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Trajectory message timeout:  Took too longe to plan trajectory"
BMW of North America,AVT009,11/23/2019,WBA7E21050G412347,Yes,Yes,AV System,Rural Road,"Clear weather, good surface conditions. Disengagment was the result of a planned test of the autonomous technology.  Driver assumed control in less than 1 second.  Autobox Error"
CRUISE LLC,AVT008,05/Dec/18,5G21A6S05K40050EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,11/Dec/18,5G21A6S00K40109EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,07/Jan/19,5G21A6S0XK40025EX,No,Yes,Test driver,Street,precautionary takeover to address planning
CRUISE LLC,AVT008,09/Jan/19,5G21A6S02K40052EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, third party lane obstruction"
CRUISE LLC,AVT008,11/Jan/19,5G21A6S00K40086EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,14/Jan/19,5G21A6S03K40113EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,15/Jan/19,5G21A6S02L40029EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,18/Jan/19,5G21A6S0XK40060EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,18/Jan/19,5G21A6S05K40102EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, AV made unsuccessful left turn"
CRUISE LLC,AVT008,19/Jan/19,5G21A6S07K40085EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,26/Jan/19,5G21A6S04K40116EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,26/Jan/19,5G21A6S08K40071EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, 
precautionary takeover to address perception, third party lane obstruction"
CRUISE LLC,AVT008,07/Feb/19,5G21A6S08K40094EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,07/Feb/19,5G21A6S00K40034EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, other road user behaving poorly"
CRUISE LLC,AVT008,07/Feb/19,5G21A6S00K40034EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, AV lane change issues"
CRUISE LLC,AVT008,10/Feb/19,5G21A6S02K40098EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,11/Feb/19,5G21A6S08K40065EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, third party lane obstruction"
CRUISE LLC,AVT008,22/Feb/19,5G21A6S02K40075EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,22/Feb/19,5G21A6S03K40084EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, 
precautionary takeover to address perception, third party lane encroachment"
CRUISE LLC,AVT008,26/Feb/19,5G21A6S00K40121EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, AV lane change issues"
CRUISE LLC,AVT008,5/Mar/19,5G21A6S0XK40112EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,27/Mar/19,5G21A6S07K40120EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,28/Mar/19,5G21A6S03K40090EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, other road user behaving poorly"
CRUISE LLC,AVT008,7/Apr/19,5G21A6S03K40084EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,10/Apr/19,5G21A6S06K40111EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,11/Apr/19,5G21A6S01K40072EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,12/Apr/19,5G21A6S0XK40060EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, 
precautionary takeover to address perception, AV made unsuccessful left turn"
CRUISE LLC,AVT008,12/Apr/19,5G21A6S00K40121EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, construction lane obstruction"
CRUISE LLC,AVT008,13/Apr/19,5G21A6S01K40089EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,15/Apr/19,5G21A6S0XK40060EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,19/Apr/19,5G21A6S05K40073EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, third party lane obstruction"
CRUISE LLC,AVT008,20/Apr/19,5G21A6S04K40122EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, other road user behaving poorly"
CRUISE LLC,AVT008,22/Apr/19,5G21A6S07K40114EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,23/Apr/19,5G21A6S08K40100EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,24/Apr/19,5G21A6S0XK40083EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,29/Apr/19,5G21A6S04K40122EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, third party lane obstruction"
CRUISE LLC,AVT008,30/Apr/19,5G21A6S01K40095EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,06/May/19,5G21A6S01K40095EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,09/May/19,5G21A6S0XK40083EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,10/May/19,5G21A6P05L4100017,No,Yes,Test driver,Street,"precautionary takeover to address planning, 
precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,13/May/19,5G21A6S05K40119EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, third party lane obstruction"
CRUISE LLC,AVT008,13/May/19,5G21A6S05K40119EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,24/May/19,5G21A6S0XK40031EX,No,Yes,Test driver,Street,"precautionary takeover to address planning, third party lane obstruction"
CRUISE LLC,AVT008,04/Jun/19,5G21A6S02K40110EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, third party lane obstruction"
CRUISE LLC,AVT008,19/Jun/19,5G21A6S03K40078EX,No,Yes,Test driver,Street,"precautionary takeover to address perception, 
other road user behaving poorly"
CRUISE LLC,AVT008,28/Jun/19,5G21A6P05L4100048,No,Yes,Test driver,Street,"precautionary takeover to address planning, other road user behaving poorly"
CRUISE LLC,AVT008,05/Jul/19,5G21A6P01L4100032,No,Yes,Test driver,Street,"precautionary takeover to address planning, AV made unsuccessful left turn"
